Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,source,4s,6s
Mohammad Nabi (AFG),2018-2019,3,6,0,33,24,5.5,,,0,0,3,test.csv,,
J Newman (NZ),1932-1933,3,4,0,33,19,8.25,,,0,0,0,test.csv,,
PDRL Perera (SL),1999-2002,8,9,6,33,11*,11.0,,,0,0,1,test.csv,,
KM Rangnekar (INDIA),1947-1948,3,6,0,33,18,5.5,,,0,0,2,test.csv,,
DW Richardson (ENG),1957-1957,1,1,0,33,33,33.0,,,0,0,0,test.csv,,
TPB Smith (ENG),1946-1947,4,5,0,33,24,6.6,,,0,0,0,test.csv,,
Vizianagram (INDIA),1936-1936,3,6,2,33,19*,8.25,,,0,0,0,test.csv,,
Bazid Khan (PAK),2005-2005,1,2,0,32,23,16.0,,,0,0,0,test.csv,,
NT Broom (NZ),2017-2017,2,3,0,32,20,10.66,,,0,0,1,test.csv,,
N Gallichan (NZ),1937-1937,1,2,0,32,30,16.0,,,0,0,0,test.csv,,
MEZ Ghazali (PAK),1954-1954,2,4,0,32,18,8.0,,,0,0,2,test.csv,,
RJ Kirtley (ENG),2003-2003,4,7,1,32,12,5.33,,,0,0,0,test.csv,,
Aamer Nazir (PAK),1993-1995,6,11,6,31,11,6.2,,,0,0,2,test.csv,,
AG Archer (ENG),1899-1899,1,2,1,31,24*,31.0,,,0,0,0,test.csv,,
Arshad Khan (PAK),1997-2005,9,8,2,31,9*,5.16,,,0,0,1,test.csv,,
J Cranston (ENG),1890-1890,1,2,0,31,16,15.5,,,0,0,0,test.csv,,
GR Dickinson (NZ),1930-1932,3,5,0,31,11,6.2,,,0,0,0,test.csv,,
JA Flavell (ENG),1961-1964,4,6,2,31,14,7.75,,,0,0,0,test.csv,,
RM Harris (NZ),1959-1959,2,3,0,31,13,10.33,,,0,0,0,test.csv,,
RB Kerr (AUS),1985-1985,2,4,0,31,17,7.75,,,0,0,1,test.csv,,
N Puna (NZ),1966-1966,3,5,3,31,18*,15.50,,,0,0,0,test.csv,,
GB Studd (ENG),1882-1883,4,7,0,31,9,4.42,,,0,0,1,test.csv,,
S Viswanath (INDIA),1985-1985,3,5,0,31,20,6.20,,,0,0,2,test.csv,,
DJ White (NZ),1990-1990,2,4,0,31,18,7.75,,,0,0,0,test.csv,,
Yamin Ahmadzai (AFG),2018-2019,4,7,0,31,18,4.42,,,0,0,2,test.csv,,
JP Duminy (SA),1927-1929,3,6,0,30,12,5.00,,,0,0,1,test.csv,,
MC Frederick (WI),1954-1954,1,2,0,30,30,15.00,,,0,0,1,test.csv,,
CG Halse (SA),1964-1964,3,3,3,30,19*,-,,,0,0,0,test.csv,,
HTW Hardinge (ENG),1921-1921,1,2,0,30,25,15.00,,,0,0,0,test.csv,,
WK Hegg (ENG),1998-1999,2,4,0,30,15,7.50,,,0,0,0,test.csv,,
MDUS Jayasundera (SL),2015-2015,2,4,0,30,26,7.50,,,0,0,1,test.csv,,
LJ Nash (AUS),1932-1937,2,2,0,30,17,15.00,,,0,0,0,test.csv,,
S Nazir Ali (INDIA),1932-1934,2,4,0,30,13,7.50,,,0,0,0,test.csv,,
ES Newson (SA),1930-1939,3,5,1,30,16,7.50,,,0,0,0,test.csv,,
G Onions (ENG),2009-2012,9,10,7,30,17*,10.00,,,0,0,3,test.csv,,
FE Rumsey (ENG),1964-1965,5,5,3,30,21*,15.00,,,0,0,0,test.csv,,
JW Rutherford (AUS),1956-1956,1,1,0,30,30,30.00,,,0,0,0,test.csv,,
RA Saggers (AUS),1948-1950,6,5,2,30,14,10.00,,,0,0,0,test.csv,,
M Sherwin (ENG),1887-1888,3,6,4,30,21*,15.00,,,0,0,1,test.csv,,
DBM Smith (AUS),1912-1912,2,3,1,30,24*,15.00,,,0,0,1,test.csv,,
V Yadav (INDIA),1993-1993,1,1,0,30,30,30.00,,,0,0,0,test.csv,,
Zahoor Elahi (PAK),1996-1996,2,3,0,30,22,10.00,,,0,0,0,test.csv,,
KV Andrew (ENG),1954-1963,2,4,1,29,15,9.66,,,0,0,0,test.csv,,
PC Charlton (AUS),1890-1890,2,4,0,29,11,7.25,,,0,0,0,test.csv,,
Ijaz Ahmed jnr (PAK),1995-1995,2,3,0,29,16,9.66,,,0,0,0,test.csv,,
PE Palia (INDIA),1932-1936,2,4,1,29,16,9.66,,,0,0,0,test.csv,,
JH Parks (ENG),1937-1937,1,2,0,29,22,14.50,,,0,0,0,test.csv,,
MD Shanaka (SL),2016-2017,3,6,1,29,17,5.80,,,0,0,2,test.csv,,
IR Siddiqui (INDIA),2001-2001,1,2,1,29,24,29.00,,,0,0,0,test.csv,,
CEW Silverwood (ENG),1996-2002,6,7,3,29,10,7.25,,,0,0,2,test.csv,,
PB Truscott (NZ),1965-1965,1,2,0,29,26,14.50,,,0,0,0,test.csv,,
F Barratt (ENG),1929-1930,5,4,1,28,17,9.33,,,0,0,0,test.csv,,
WE Bowes (ENG),1932-1946,15,11,5,28,10*,4.66,,,0,0,2,test.csv,,
CAR Duckworth (SA),1957-1957,2,4,0,28,13,7.00,,,0,0,0,test.csv,,
FAW Freer (AUS),1946-1946,1,1,1,28,28*,-,,,0,0,0,test.csv,,
SR Gillespie (NZ),1986-1986,1,1,0,28,28,28.00,,,0,0,0,test.csv,,
BP Gupte (INDIA),1961-1965,3,3,2,28,17*,28.00,,,0,0,0,test.csv,,
JR Hammond (AUS),1973-1973,5,5,2,28,19,9.33,,,0,0,1,test.csv,,
MC Ilott (ENG),1993-1995,5,6,2,28,15,7.00,,,0,0,0,test.csv,,
RJ Kennedy (NZ),1996-1996,4,5,1,28,22,7.00,,,0,0,2,test.csv,,
Liaqat Ali (PAK),1975-1978,5,7,3,28,12,7.00,,,0,0,1,test.csv,,
CN McCarthy (SA),1948-1951,15,24,15,28,5,3.11,,,0,0,6,test.csv,,
JN Maguire (AUS),1983-1984,3,5,1,28,15*,7.00,,,0,0,2,test.csv,,
Mohammad Irfan (PAK),2013-2013,4,7,2,28,14,5.60,,,0,0,2,test.csv,,
RJ Nicol (NZ),2012-2012,2,4,0,28,19,7.00,,,0,0,0,test.csv,,
AT Roberts (WI),1956-1956,1,2,0,28,28,14.00,,,0,0,1,test.csv,,
J Shuter (ENG),1888-1888,1,1,0,28,28,28.00,,,0,0,0,test.csv,,
GB Stevenson (ENG),1980-1981,2,2,1,28,27*,28.00,,,0,0,0,test.csv,,
R Vijay Bharadwaj (INDIA),1999-2000,3,3,0,28,22,9.33,,,0,0,1,test.csv,,
MD Wettimuny (SL),1983-1983,2,4,0,28,17,7.00,,,0,0,1,test.csv,,
JA Young (ENG),1947-1949,8,10,5,28,10*,5.60,,,0,0,3,test.csv,,
GI Allott (NZ),1996-1999,10,15,7,27,8*,3.37,,,0,0,4,test.csv,,
RMH Cottam (ENG),1969-1973,4,5,1,27,13,6.75,,,0,0,0,test.csv,,
LV Garrick (WI),2001-2001,1,2,0,27,27,13.50,,,0,0,1,test.csv,,
RK Kleinveldt (SA),2012-2013,4,5,2,27,17*,9.00,,,0,0,2,test.csv,,
J Lewis (ENG),2006-2006,1,2,0,27,20,13.50,,,0,0,0,test.csv,,
NJ Maddinson (AUS),2016-2016,3,4,0,27,22,6.75,,,0,0,1,test.csv,,
RR Singh (INDIA),1998-1998,1,2,0,27,15,13.50,,,0,0,0,test.csv,,
EA van der Merwe (SA),1929-1936,2,4,1,27,19,9.00,,,0,0,1,test.csv,,
AJ Woodcock (AUS),1974-1974,1,1,0,27,27,27.00,,,0,0,0,test.csv,,
RA Young (ENG),1907-1908,2,4,0,27,13,6.75,,,0,0,1,test.csv,,
Atiq-uz-Zaman (PAK),2000-2000,1,2,0,26,25,13.00,,,0,0,0,test.csv,,
IW Callen (AUS),1978-1978,1,2,2,26,22*,-,,,0,0,0,test.csv,,
TW Cartwright (ENG),1964-1965,5,7,2,26,9,5.20,,,0,0,2,test.csv,,
IA Greig (ENG),1982-1982,2,4,0,26,14,6.50,,,0,0,0,test.csv,,
A Habib (ENG),1999-1999,2,3,0,26,19,8.66,,,0,0,0,test.csv,,
F Kuys (SA),1899-1899,1,2,0,26,26,13.00,,,0,0,1,test.csv,,
PG McShane (AUS),1885-1888,3,6,1,26,12*,5.20,,,0,0,3,test.csv,,
JW Martin (ENG),1947-1947,1,2,0,26,26,13.00,,,0,0,1,test.csv,,
W Newham (ENG),1888-1888,1,2,0,26,17,13.00,,,0,0,0,test.csv,,
D Olivier (SA),2017-2019,10,12,5,26,10*,3.71,,,0,0,3,test.csv,,
JE Pothecary (SA),1960-1960,3,4,0,26,12,6.50,,,0,0,0,test.csv,,
K Rai Singh (INDIA),1948-1948,1,2,0,26,24,13.00,,,0,0,0,test.csv,,
RR Ramdass (WI),2005-2005,1,2,0,26,23,13.00,,,0,0,0,test.csv,,
GA Rowe (SA),1896-1902,5,9,3,26,13*,4.33,,,0,0,3,test.csv,,
GC Viljoen (SA),2016-2016,1,2,1,26,20*,26.00,,,0,0,0,test.csv,,
CH Vintcent (SA),1889-1892,3,6,0,26,9,4.33,,,0,0,1,test.csv,,
Atif Rauf (PAK),1994-1994,1,2,0,25,16,12.50,,,0,0,0,test.csv,,
MP Bowden (ENG),1889-1889,2,2,0,25,25,12.50,,,0,0,1,test.csv,,
RG Draper (SA),1950-1950,2,3,0,25,15,8.33,,,0,0,0,test.csv,,
D Ganesh (INDIA),1997-1997,4,7,3,25,8,6.25,,,0,0,0,test.csv,,
GM Griffin (SA),1960-1960,2,4,0,25,14,6.25,,,0,0,1,test.csv,,
LJ Johnson (AUS),1948-1948,1,1,1,25,25*,-,,,0,0,0,test.csv,,
AJ McKay (NZ),2010-2010,1,2,1,25,20*,25.00,,,0,0,0,test.csv,,
CH Mills (SA),1892-1892,1,2,0,25,21,12.50,,,0,0,0,test.csv,,
Mohammad Salman (PAK),2011-2011,2,4,0,25,13,6.25,,,0,0,1,test.csv,,
TA Munton (ENG),1992-1992,2,2,1,25,25*,25.00,,,0,0,1,test.csv,,
JM Patel (INDIA),1955-1960,7,10,1,25,12,2.77,,,0,0,5,test.csv,,
RC Saxena (INDIA),1967-1967,1,2,0,25,16,12.50,,,0,0,0,test.csv,,
Shahid Mahmood (PAK),1962-1962,1,2,0,25,16,12.50,,,0,0,0,test.csv,,
IM Sinclair (NZ),1956-1956,2,4,1,25,18*,8.33,,,0,0,2,test.csv,,
TF Smailes (ENG),1946-1946,1,1,0,25,25,25.00,,,0,0,0,test.csv,,
DV Smith (ENG),1957-1957,3,4,1,25,16*,8.33,,,0,0,1,test.csv,,
VM Tancred (SA),1899-1899,1,2,0,25,18,12.50,,,0,0,0,test.csv,,
GC Tonge (WI),2009-2009,1,2,1,25,23*,25.00,,,0,0,0,test.csv,,
SL Watkin (ENG),1991-1993,3,5,0,25,13,5.00,,,0,0,1,test.csv,,
Abu Jayed (BDESH),2018-2019,7,14,6,24,7*,3.00,,,0,0,4,test.csv,,
DD Blackie (AUS),1928-1929,3,6,3,24,11*,8.00,,,0,0,2,test.csv,,
BP Bracewell (NZ),1978-1985,6,12,2,24,8,2.40,,,0,0,5,test.csv,,
Kabir Khan (PAK),1994-1995,4,5,2,24,10,8.00,,,0,0,1,test.csv,,
NA Knox (ENG),1907-1907,2,4,1,24,8*,8.00,,,0,0,0,test.csv,,
SH Lewis (WI),2018-2018,2,4,0,24,20,6.00,,,0,0,2,test.csv,,
MAWR Madurasinghe (SL),1988-1992,3,6,1,24,11,4.80,,,0,0,1,test.csv,,
AM Miller (ENG),1896-1896,1,2,2,24,20*,-,,,0,0,0,test.csv,,
Mohammad Akram (PAK),1995-2001,9,15,6,24,10*,2.66,,,0,0,5,test.csv,,
F Mutizwa (ZIM),2012-2012,1,2,0,24,18,12.00,,,0,0,0,test.csv,,
CEL Stuart (WI),2000-2001,6,9,2,24,12*,3.42,,,0,0,2,test.csv,,
Sunzamul Islam (BDESH),2018-2018,1,1,0,24,24,24.00,,,0,0,0,test.csv,,
Zulqarnain (PAK),1986-1986,3,4,0,24,13,6.00,,,0,0,0,test.csv,,
LS Baker (WI),2008-2009,4,6,4,23,17,11.50,,,0,0,1,test.csv,,
VA Barton (ENG),1892-1892,1,1,0,23,23,23.00,,,0,0,0,test.csv,,
WM Bradley (ENG),1899-1899,2,2,1,23,23*,23.00,,,0,0,1,test.csv,,
IP Butchart (ZIM),1995-1995,1,2,0,23,15,11.50,,,0,0,0,test.csv,,
PH Carlson (AUS),1979-1979,2,4,0,23,21,5.75,,,0,0,2,test.csv,,
FE Fisher (NZ),1953-1953,1,2,0,23,14,11.50,,,0,0,0,test.csv,,
RA Jones (NZ),2003-2003,1,2,0,23,16,11.50,,,0,0,0,test.csv,,
RC Miller (WI),1953-1953,1,1,0,23,23,23.00,,,0,0,0,test.csv,,
Qais Ahmad (AFG),2019-2019,1,2,0,23,14,11.50,,,0,0,0,test.csv,,
AW Seccull (SA),1896-1896,1,2,1,23,17*,23.00,,,0,0,0,test.csv,,
ML Udawatte (SL),2018-2018,2,4,0,23,19,5.75,,,0,0,2,test.csv,,
BA Williams (AUS),2003-2004,4,6,3,23,10*,7.66,,,0,0,1,test.csv,,
B Andrews (NZ),1973-1974,2,3,2,22,17,22.00,,,0,0,0,test.csv,,
Anwar Hossain Monir (BDESH),2003-2005,3,6,3,22,13,7.33,,,0,0,1,test.csv,,
RA Austin (WI),1978-1978,2,2,0,22,20,11.00,,,0,0,0,test.csv,,
HR Butt (ENG),1896-1896,3,4,1,22,13,7.33,,,0,0,1,test.csv,,
HG Gaekwad (INDIA),1952-1952,1,2,0,22,14,11.00,,,0,0,0,test.csv,,
C Karunaratne (SL),2019-2019,1,2,0,22,22,11.00,,,0,0,1,test.csv,,
CKB Kulasekara (SL),2011-2011,1,2,0,22,15,11.00,,,0,0,0,test.csv,,
PE McIntyre (AUS),1995-1996,2,4,1,22,16,7.33,,,0,0,2,test.csv,,
G Noblet (AUS),1950-1953,3,4,1,22,13*,7.33,,,0,0,1,test.csv,,
CH Palmer (ENG),1954-1954,1,2,0,22,22,11.00,,,0,0,1,test.csv,,
WN Phillips (AUS),1992-1992,1,2,0,22,14,11.00,,,0,0,0,test.csv,,
D Pretorius (SA),2002-2003,4,4,1,22,9,7.33,,,0,0,1,test.csv,,
CAK Rajitha (SL),2018-2019,7,9,2,22,12,3.14,,,0,0,2,test.csv,,
DA Renneberg (AUS),1966-1968,8,13,7,22,9,3.66,,,0,0,3,test.csv,,
SV Samuelson (SA),1910-1910,1,2,0,22,15,11.00,,,0,0,0,test.csv,,
Tareq Aziz (BDESH),2004-2004,3,6,4,22,10*,11.00,,,0,0,2,test.csv,,
AL Thomson (AUS),1970-1971,4,5,4,22,12*,22.00,,,0,0,1,test.csv,,
RGCE Wijesuriya (SL),1982-1985,4,7,2,22,8,4.40,,,0,0,2,test.csv,,
W Bell (NZ),1954-1954,2,3,3,21,21*,-,,,0,0,0,test.csv,,
MI Black (WI),2000-2002,6,11,3,21,6,2.62,,,0,0,4,test.csv,,
W Brearley (ENG),1905-1912,4,5,2,21,11*,7.00,,,0,0,2,test.csv,,
G Cripps (SA),1892-1892,1,2,0,21,18,10.50,,,0,0,0,test.csv,,
Ehsan Adil (PAK),2013-2015,3,4,0,21,12,5.25,,,0,0,2,test.csv,,
NR Ferreira (ZIM),2005-2005,1,2,0,21,16,10.50,,,0,0,0,test.csv,,
GK Glover (SA),1896-1896,1,2,1,21,18*,21.00,,,0,0,0,test.csv,,
JC Hill (AUS),1953-1955,3,6,3,21,8*,7.00,,,0,0,1,test.csv,,
AN Hornby (ENG),1879-1884,3,6,0,21,9,3.50,,,0,0,1,test.csv,,
JD Lindsay (SA),1947-1947,3,5,2,21,9*,7.00,,,0,0,2,test.csv,,
MJ McCague (ENG),1993-1994,3,5,0,21,11,4.2,,,0,0,2,test.csv,,
GA Manou (AUS),2009-2009,1,2,1,21,13*,21.0,,,0,0,0,test.csv,,
WP Masakadza (ZIM),2018-2018,1,2,0,21,17,10.5,,,0,0,0,test.csv,,
T Meale (NZ),1958-1958,2,4,0,21,10,5.25,,,0,0,0,test.csv,,
LE Nagel (AUS),1932-1932,1,2,1,21,21*,21.0,,,0,0,1,test.csv,,
DJ Pattinson (ENG),2008-2008,1,2,0,21,13,10.5,,,0,0,0,test.csv,,
NV Radford (ENG),1986-1988,3,4,1,21,12*,7.0,,,0,0,1,test.csv,,
JC Reedman (AUS),1894-1894,1,2,0,21,17,10.5,,,0,0,0,test.csv,,
VPFA Royle (ENG),1879-1879,1,2,0,21,18,10.5,,,0,0,0,test.csv,,
J Trim (WI),1948-1952,4,5,1,21,12,5.25,,,0,0,2,test.csv,,
GL Wight (WI),1953-1953,1,1,0,21,21,21.0,,,0,0,0,test.csv,,
RD Woolley (AUS),1983-1984,2,2,0,21,13,10.5,,,0,0,0,test.csv,,
RRS Cornwall (WI),2019-2019,2,3,0,20,14,6.66,,,0,0,0,test.csv,,
HT Davis (NZ),1994-1997,5,7,4,20,8*,6.66,,,0,0,0,test.csv,,
F de Wet (SA),2009-2010,2,2,0,20,20,10.0,,,0,0,1,test.csv,,
CJ Eady (AUS),1896-1902,2,4,1,20,10*,6.66,,,0,0,0,test.csv,,
I Khan (SA),2009-2009,1,1,0,20,20,20.0,,,0,0,0,test.csv,,
LA Markham (SA),1949-1949,1,1,0,20,20,20.0,,,0,0,0,test.csv,,
T Maruma (ZIM),2013-2013,1,2,0,20,10,10.0,,,0,0,0,test.csv,,
TB Mitchell (ENG),1933-1935,5,6,2,20,9,5.0,,,0,0,1,test.csv,,
Naved Latif (PAK),2002-2002,1,2,0,20,20,10.0,,,0,0,1,test.csv,,
SS Schultz (ENG),1879-1879,1,2,1,20,20,20.0,,,0,0,0,test.csv,,
T Shamsi (SA),2016-2018,2,4,3,20,18*,20.0,,,0,0,0,test.csv,,
SW Tait (AUS),2005-2008,3,5,2,20,8,6.66,,,0,0,0,test.csv,,
MF Tremlett (ENG),1948-1948,3,5,2,20,18*,6.66,,,0,0,2,test.csv,,
A Wharton (ENG),1949-1949,1,2,0,20,13,10.0,,,0,0,0,test.csv,,
HV Baumgartner (SA),1913-1913,1,2,0,19,16,9.5,,,0,0,0,test.csv,,
DC Cleverley (NZ),1932-1946,2,4,3,19,10*,19.0,,,0,0,0,test.csv,,
A Coxon (ENG),1948-1948,1,2,0,19,19,9.5,,,0,0,1,test.csv,,
LP Jai (INDIA),1933-1933,1,2,0,19,19,9.5,,,0,0,1,test.csv,,
S Jeganathan (SL),1983-1983,2,4,0,19,8,4.75,,,0,0,1,test.csv,,
HW Lee (ENG),1931-1931,1,2,0,19,18,9.5,,,0,0,0,test.csv,,
AJW McIntyre (ENG),1950-1955,3,6,0,19,7,3.16,,,0,0,1,test.csv,,
SV Nayak (INDIA),1982-1982,2,3,1,19,11,9.5,,,0,0,0,test.csv,,
AL Phehlukwayo (SA),2017-2018,4,4,2,19,9,9.5,,,0,0,1,test.csv,,
OP Stone (ENG),2019-2019,1,2,0,19,19,9.5,,,0,0,1,test.csv,,
AJ Traicos (SA/ZIM),1970-1993,7,10,4,19,5*,3.16,,,0,0,2,test.csv,,
LL Tsotsobe (SA),2010-2011,5,5,2,19,8*,6.33,,,0,0,2,test.csv,,
AR Adams (NZ),2002-2002,1,2,0,18,11,9.0,,,0,0,0,test.csv,,
JJ Bumrah (INDIA),2018-2019,12,17,8,18,6,2.0,,,0,0,5,test.csv,,
BB Cooper (AUS),1877-1877,1,2,0,18,15,9.0,,,0,0,0,test.csv,,
AJ Evans (ENG),1921-1921,1,2,0,18,14,9.0,,,0,0,0,test.csv,,
MJ Gopalan (INDIA),1934-1934,1,2,1,18,11*,18.0,,,0,0,0,test.csv,,
Gursharan Singh (INDIA),1990-1990,1,1,0,18,18,18.0,,,0,0,0,test.csv,,
C Heseltine (ENG),1896-1896,2,2,0,18,18,9.0,,,0,0,1,test.csv,,
AR McBrine (IRE),2019-2019,2,4,0,18,11,4.5,,,0,0,1,test.csv,,
JE McConnon (ENG),1954-1954,2,3,1,18,11,9.0,,,0,0,0,test.csv,,
EG McLeod (NZ),1930-1930,1,2,1,18,16,18.0,,,0,0,0,test.csv,,
Mohammad Hussain (PAK),1996-1998,2,3,0,18,17,6.0,,,0,0,1,test.csv,,
Mujeeb Ur Rahman (AFG),2018-2018,1,2,0,18,15,9.0,,,0,0,0,test.csv,,
RAP Nissanka (SL),2003-2003,4,5,2,18,12*,6.00,,,0,0,2,test.csv,,
NJ O'Brien (IRE),2018-2018,1,2,0,18,18,9.00,,,0,0,1,test.csv,,
Sajedul Islam (BDESH),2008-2013,3,6,0,18,6,3.00,,,0,0,1,test.csv,,
RH Scott (NZ),1947-1947,1,1,0,18,18,18.00,,,0,0,0,test.csv,,
EL St Hill (WI),1930-1930,2,4,0,18,12,4.50,,,0,0,1,test.csv,,
AI Taylor (SA),1956-1956,1,2,0,18,12,9.00,,,0,0,0,test.csv,,
HH Alexander (AUS),1933-1933,1,2,1,17,17*,17.00,,,0,0,1,test.csv,,
RT Barber (NZ),1956-1956,1,2,0,17,12,8.50,,,0,0,0,test.csv,,
GD Barlow (ENG),1976-1977,3,5,1,17,7*,4.25,,,0,0,1,test.csv,,
GA Briant (ZIM),1993-1993,1,2,0,17,16,8.50,,,0,0,0,test.csv,,
D Brookes (ENG),1948-1948,1,2,0,17,10,8.50,,,0,0,0,test.csv,,
LS Brown (SA),1931-1932,2,3,0,17,8,5.66,,,0,0,0,test.csv,,
S Christopherson (ENG),1884-1884,1,1,0,17,17,17.00,,,0,0,0,test.csv,,
JL Cox (SA),1913-1914,3,6,1,17,12*,3.40,,,0,0,3,test.csv,,
DT Dewdney (WI),1955-1958,9,12,5,17,5*,2.42,,,0,0,3,test.csv,,
R Dhanraj (WI),1994-1996,4,4,0,17,9,4.25,,,0,0,0,test.csv,,
BBM Gaskin (WI),1948-1948,2,3,0,17,10,5.66,,,0,0,1,test.csv,,
S Guha (INDIA),1967-1969,4,7,2,17,6,3.40,,,0,0,1,test.csv,,
Khalid Hasan (PAK),1954-1954,1,2,1,17,10,17.00,,,0,0,0,test.csv,,
EZ Matambanadzo (ZIM),1996-1999,3,5,1,17,7,4.25,,,0,0,1,test.csv,,
Nasir Jamal (AFG),2019-2019,1,2,0,17,15,8.50,,,0,0,0,test.csv,,
N Ncube (ZIM),2011-2011,1,2,0,17,14,8.50,,,0,0,0,test.csv,,
Niaz Ahmed (PAK),1967-1969,2,3,3,17,16*,-,,,0,0,0,test.csv,,
AD Pougher (ENG),1892-1892,1,1,0,17,17,17.00,,,0,0,0,test.csv,,
N Reid (SA),1921-1921,1,2,0,17,11,8.50,,,0,0,0,test.csv,,
Sohail Tanvir (PAK),2007-2007,2,3,0,17,13,5.66,,,0,0,1,test.csv,,
PIC Thompson (WI),1996-1997,2,3,1,17,10*,8.50,,,0,0,0,test.csv,,
AGD Wickremasinghe (SL),1989-1992,3,3,1,17,13*,8.50,,,0,0,0,test.csv,,
M Baqa Jilani (INDIA),1936-1936,1,2,1,16,12,16.00,,,0,0,0,test.csv,,
DV Brennan (ENG),1951-1951,2,2,0,16,16,8.00,,,0,0,1,test.csv,,
RP Burl (ZIM),2017-2017,1,2,0,16,16,8.00,,,0,0,1,test.csv,,
LS Butler (WI),1955-1955,1,1,0,16,16,16.00,,,0,0,0,test.csv,,
W Carkeek (AUS),1912-1912,6,5,2,16,6*,5.33,,,0,0,0,test.csv,,
MVT Fernando (SL),2016-2019,7,11,6,16,6*,3.20,,,0,0,5,test.csv,,
Imran Khan (PAK),2014-2019,10,10,3,16,6,2.28,,,0,0,5,test.csv,,
CK Langeveldt (SA),2005-2006,6,4,2,16,10,8.00,,,0,0,1,test.csv,,
JDF Larter (ENG),1962-1965,10,7,2,16,10,3.20,,,0,0,2,test.csv,,
James Lillywhite jnr (ENG),1877-1877,2,3,1,16,10,8.00,,,0,0,0,test.csv,,
Muhammad Musa (PAK),2019-2019,1,2,2,16,12*,-,,,0,0,0,test.csv,,
R Nanan (WI),1980-1980,1,2,0,16,8,8.00,,,0,0,0,test.csv,,
Nazmul Hossain (BDESH),2004-2011,2,4,2,16,8*,8.00,,,0,0,2,test.csv,,
JM Neblett (WI),1935-1935,1,2,1,16,11*,16.00,,,0,0,0,test.csv,,
AE Ochse (SA),1889-1889,2,4,0,16,8,4.00,,,0,0,0,test.csv,,
MB Owens (NZ),1992-1994,8,12,6,16,8*,2.66,,,0,0,5,test.csv,,
JB Plimsoll (SA),1947-1947,1,2,1,16,8*,16.00,,,0,0,0,test.csv,,
AW Powell (SA),1899-1899,1,2,0,16,11,8.00,,,0,0,0,test.csv,,
JM Sims (ENG),1935-1937,4,4,0,16,12,4.00,,,0,0,1,test.csv,,
DJ Terbrugge (SA),1998-2004,7,8,5,16,4*,5.33,,,0,0,2,test.csv,,
VP Terry (ENG),1984-1984,2,3,0,16,8,5.33,,,0,0,0,test.csv,,
A Waddington (ENG),1920-1921,2,4,0,16,7,4.00,,,0,0,1,test.csv,,
Agha Zahid (PAK),1975-1975,1,2,0,15,14,7.50,,,0,0,0,test.csv,,
Anwar Khan (PAK),1979-1979,1,2,1,15,12,15.00,,,0,0,0,test.csv,,
AL Apte (INDIA),1959-1959,1,2,0,15,8,7.50,,,0,0,0,test.csv,,
HJ Butler (ENG),1947-1948,2,2,1,15,15*,15.00,,,0,0,1,test.csv,,
CG Fichardt (SA),1892-1896,2,4,0,15,10,3.75,,,0,0,1,test.csv,,
JC Hartley (ENG),1906-1906,2,4,0,15,9,3.75,,,0,0,2,test.csv,,
PA Hibbert (AUS),1977-1977,1,2,0,15,13,7.50,,,0,0,0,test.csv,,
H Howell (ENG),1920-1924,5,8,6,15,5,7.50,,,0,0,0,test.csv,,
HL Jackson (ENG),1949-1961,2,2,1,15,8,15.00,,,0,0,0,test.csv,,
SS Karim (INDIA),2000-2000,1,1,0,15,15,15.00,,,0,0,0,test.csv,,
C Munro (NZ),2013-2013,1,2,0,15,15,7.50,,,0,0,1,test.csv,,
T Mupariwa (ZIM),2004-2004,1,2,1,15,14,15.00,,,0,0,0,test.csv,,
W Mwayenga (ZIM),2005-2005,1,2,1,15,14*,15.00,,,0,0,0,test.csv,,
L Ngidi (SA),2018-2019,5,9,4,15,5,3.00,,,0,0,2,test.csv,,
AW Palm (SA),1927-1928,1,2,0,15,13,7.50,,,0,0,0,test.csv,,
MR Rege (INDIA),1949-1949,1,2,0,15,15,7.50,,,0,0,1,test.csv,,
MWW Selvey (ENG),1976-1977,3,5,3,15,5*,7.50,,,0,0,1,test.csv,,
Sohrawordi Shuvo (BDESH),2011-2011,1,2,0,15,15,7.50,,,0,0,1,test.csv,,
MJC Allom (ENG),1930-1931,5,3,2,14,8*,14.00,,,0,0,0,test.csv,,
Anwar Hossain (BDESH),2002-2002,1,2,0,14,12,7.00,,,0,0,0,test.csv,,
Azam Khan (PAK),1996-1996,1,1,0,14,14,14.00,,,0,0,0,test.csv,,
Azhar Khan (PAK),1980-1980,1,1,0,14,14,14.00,,,0,0,0,test.csv,,
GF Cresswell (NZ),1949-1951,3,5,3,14,12*,7.00,,,0,0,1,test.csv,,
P Hutchinson (SA),1889-1889,2,4,0,14,11,3.50,,,0,0,2,test.csv,,
TE Kane (IRE),2018-2018,1,2,0,14,14,7.00,,,0,0,1,test.csv,,
Khalid Wazir (PAK),1954-1954,2,3,1,14,9*,7.00,,,0,0,0,test.csv,,
F Martin (ENG),1890-1892,2,2,0,14,13,7.00,,,0,0,0,test.csv,,
S Morris (AUS),1885-1885,1,2,1,14,10*,14.00,,,0,0,0,test.csv,,
PWA Mulder (SA),2019-2019,1,2,0,14,9,7.00,,,0,0,0,test.csv,,
CT Mumba (ZIM),2016-2016,2,4,1,14,10*,4.66,,,0,0,0,test.csv,,
